지역,아파트,면적,층,가격
경기도 용인기흥구 신갈동,산양마을푸르지오,101.8055,11,63000
경기도 용인기흥구 신갈동,산양마을푸르지오,134.8424,3,70000
경기도 용인기흥구 신갈동,새릉골풍림,84.9585,10,69500
경기도 용인기흥구 신갈동,신흥덕롯데캐슬레이시티,59.9818,12,51000
경기도 용인기흥구 신갈동,신흥덕롯데캐슬레이시티,59.5731,9,49850
경기도 용인기흥구 신갈동,신흥덕롯데캐슬레이시티,59.5731,13,52300
경기도 용인기흥구 신갈동,양현마을신안,59.96,8,48500
경기도 용인기흥구 신갈동,양현마을신안,59.96,8,48500
경기도 용인기흥구 신갈동,양현마을신안,59.96,6,46000
경기도 용인기흥구 신갈동,양현마을신안,59.96,6,46000
경기도 용인기흥구 신갈동,양현마을풍림,59.96,1,40000
경기도 용인기흥구 신갈동,양현마을풍림,59.96,7,47000
경기도 용인기흥구 신갈동,용인기흥 우방아이유쉘,74.951,9,45500
경기도 용인기흥구 신갈동,용인기흥 우방아이유쉘,59.986,3,39700
경기도 용인기흥구 신갈동,용인기흥 우방아이유쉘,59.986,3,36700
경기도 용인기흥구 신갈동,용인기흥 우방아이유쉘,59.986,2,39300
경기도 용인기흥구 신갈동,정문,59.94,2,23000
경기도 용인기흥구 신갈동,정문,59.94,2,23000
경기도 용인기흥구 언남동,스파팰리스리가,84.97,5,61700
경기도 용인기흥구 언남동,언동마을신일해피트리,84.914,8,40300
경기도 용인기흥구 언남동,언동마을신일해피트리,84.914,9,37500
경기도 용인기흥구 언남동,장미마을삼성래미안2,84.98,2,67000
경기도 용인기흥구 언남동,초원마을성원상떼빌2차,129.7118,8,62000
경기도 용인기흥구 언남동,초원마을성원상떼빌2차,84.9905,11,46900
경기도 용인기흥구 언남동,하마비마을동일하이빌1,84.989,8,52900
경기도 용인기흥구 언남동,하마비마을동일하이빌1,84.989,5,51500
경기도 용인기흥구 언남동,하마비마을동일하이빌1,84.989,7,51000
경기도 용인기흥구 언남동,하마비마을동일하이빌2,109.838,6,55500
경기도 용인기흥구 언남동,하마비마을동일하이빌2,161.549,11,62000
경기도 용인기흥구 언남동,하마비마을동일하이빌2,139.251,7,59500
경기도 용인기흥구 영덕동,대명레이크빌,83.5,5,36000
경기도 용인기흥구 영덕동,대명레이크빌,83.5,16,36000
경기도 용인기흥구 영덕동,대명레이크빌,68.27,17,33000
경기도 용인기흥구 영덕동,두진,84.99,4,31000
경기도 용인기흥구 영덕동,신동아파밀리에,139.33,14,70000
경기도 용인기흥구 영덕동,영덕신일1,59.872,13,32500
경기도 용인기흥구 영덕동,영덕신일1,59.872,20,27000
경기도 용인기흥구 영덕동,영통빌리지,59.97,1,39500
경기도 용인기흥구 영덕동,영통빌리지,59.57,4,35000
경기도 용인기흥구 영덕동,호반써밋레이크파크,84.9588,16,68000
경기도 용인기흥구 영덕동,호반써밋레이크파크,84.9588,2,63500
경기도 용인기흥구 영덕동,호반써밋레이크파크,84.9588,2,63000
경기도 용인기흥구 영덕동,흥덕마을경남아너스빌(13블럭),158.649,19,64700
경기도 용인기흥구 영덕동,흥덕마을동원로얄듀크,84.9157,3,56500
경기도 용인기흥구 영덕동,흥덕마을동원로얄듀크,84.9157,1,57000
경기도 용인기흥구 영덕동,흥덕우미린 레이크포레,84.99,7,65500
경기도 용인기흥구 영덕동,힉스유타워,59.79,10,33500
경기도 용인기흥구 중동,동백역월드메르디앙아파트,76.854,17,42800
경기도 용인기흥구 중동,백현마을동일하이빌,84.42,8,58500
경기도 용인기흥구 중동,서희삼정,84.98,20,33000
경기도 용인기흥구 중동,서희삼정,84.98,6,35800
경기도 용인기흥구 중동,성산마을서해그랑블,130.425,12,61300
경기도 용인기흥구 중동,성산마을신영지웰,122.993,15,70000
경기도 용인기흥구 중동,성산마을신영지웰,126.635,20,68000
경기도 용인기흥구 중동,신동백 동도센트리움,22.107,4,17500
경기도 용인기흥구 중동,신동백 동도센트리움,33.16,10,24500
경기도 용인기흥구 중동,신동백 동도센트리움,35.165,2,25500
경기도 용인기흥구 중동,신동백롯데캐슬에코2단지,99.47,21,61000
경기도 용인기흥구 중동,신동백아이파크,127.7425,12,61100
경기도 용인기흥구 중동,어은목마을경남아너스빌아파트,84.54,20,54500
경기도 용인기흥구 중동,어은목마을경남아너스빌아파트,75.08,4,42700
경기도 용인기흥구 중동,어은목마을대원칸타빌,119.9098,15,54000
경기도 용인기흥구 중동,어은목마을벽산블루밍아파트,84.83,4,49800
경기도 용인기흥구 중동,어은목마을벽산블루밍아파트,121.92,7,63300
경기도 용인기흥구 중동,초당마을삼부르네상스12단지아파트(코아루),84.54,16,41400
경기도 용인기흥구 중동,초당마을현진에버빌,101.611,8,46000
경기도 용인기흥구 중동,초당마을현진에버빌,101.611,6,45000
경기도 용인기흥구 중동,하우스디동백카바나,68.4033,6,40000
경기도 용인기흥구 중동,하우스디동백카바나,68.4033,17,42800
경기도 용인기흥구 지곡동,써니밸리II,84.9852,16,30000
경기도 용인기흥구 지곡동,써니밸리II,114.8634,17,35000
경기도 용인기흥구 지곡동,써니밸리II,84.9852,5,29900
경기도 용인기흥구 지곡동,써니밸리II,84.9852,8,33500
경기도 용인기흥구 지곡동,써니밸리II,84.9852,1,34800
경기도 용인기흥구 하갈동,청명호수신안인스빌1단지,84.99,18,43500
경기도 용인기흥구 하갈동,청명호수신안인스빌1단지,122.79,1,43500
경기도 용인수지구 동천동,더샵동천이스트포레,84.9571,3,88700
경기도 용인수지구 동천동,더샵동천이스트포레,84.9571,1,82000
경기도 용인수지구 동천동,더샵동천이스트포레,78.2273,8,86000
경기도 용인수지구 동천동,더샵동천이스트포레,78.2273,21,87000
경기도 용인수지구 동천동,동천디이스트,84.911,23,83000
경기도 용인수지구 동천동,동천디이스트,84.911,15,89000
경기도 용인수지구 동천동,동천마을현대홈타운2차,84.975,9,80000
경기도 용인수지구 동천동,동천센트럴자이,84.9694,3,97500
경기도 용인수지구 동천동,동천센트럴자이,84.8152,22,100000
경기도 용인수지구 동천동,동천센트럴자이,84.936,9,98000
경기도 용인수지구 동천동,동천센트럴자이,104.4908,11,125000
경기도 용인수지구 동천동,동천자이,74.8994,33,85000
경기도 용인수지구 동천동,동천자이,100.24,2,95200
경기도 용인수지구 동천동,동천파크뷰,18.69,7,10500
경기도 용인수지구 동천동,동천파크자이,61.5589,2,66000
경기도 용인수지구 동천동,동천파크자이,61.7311,22,67800
경기도 용인수지구 동천동,래미안이스트팰리스3단지,84.99,3,96400
경기도 용인수지구 동천동,래미안이스트팰리스4단지,129.7,12,138000
경기도 용인수지구 동천동,신명스카이뷰,84.984,6,75000
경기도 용인수지구 동천동,써니벨리,71.657,15,71000
경기도 용인수지구 동천동,써니벨리,84.8512,2,73000
경기도 용인수지구 동천동,써니벨리,71.657,10,72700
경기도 용인수지구 동천동,우미이노스빌,59.5492,7,64000
경기도 용인수지구 상현동,광교레이크포레,84.964,9,69000
경기도 용인수지구 상현동,광교레이크포레,84.973,12,58000
경기도 용인수지구 상현동,광교마을46-1단지광교스타클래스,122.276,15,110000
경기도 용인수지구 상현동,광교상현마을현대,79.336,12,72500
경기도 용인수지구 상현동,광교상현솔하임,33.903,9,30000
경기도 용인수지구 상현동,광교자이더클래스,84.987,10,119000
경기도 용인수지구 상현동,광교현대프레미오,167.74,15,58000
경기도 용인수지구 상현동,만현마을5단지아이파크,99.9125,1,73000
경기도 용인수지구 상현동,만현마을5단지아이파크,99.9125,17,74700
경기도 용인수지구 상현동,만현마을8단지두산위브,188.99,5,82000
경기도 용인수지구 상현동,만현마을8단지두산위브,135.13,5,80000
경기도 용인수지구 상현동,만현마을8단지두산위브,135.13,6,74500
경기도 용인수지구 상현동,만현마을8단지두산위브,188.99,12,79000
경기도 용인수지구 상현동,만현마을8단지두산위브,188.99,3,70000
경기도 용인수지구 상현동,만현마을9단지엘지자이,84.7831,18,65000
경기도 용인수지구 상현동,만현마을9단지엘지자이,125.6769,7,75000
경기도 용인수지구 상현동,만현마을9단지엘지자이,109.7834,3,71000
경기도 용인수지구 상현동,만현마을9단지엘지자이,84.7831,3,61500
경기도 용인수지구 상현동,만현마을9단지엘지자이,84.7831,10,62500
경기도 용인수지구 상현동,만현마을쌍용1차,143.44,8,66500
경기도 용인수지구 상현동,만현마을쌍용1차,84.8,4,53000
경기도 용인수지구 상현동,벽산블루밍,84.96,14,62800
경기도 용인수지구 상현동,벽산블루밍,127.47,17,71100
경기도 용인수지구 상현동,벽산블루밍,59.955,5,54250
경기도 용인수지구 상현동,상현마을금호베스트빌3단지,126.723,11,60300
경기도 용인수지구 상현동,상현마을성우5차,138.8476,5,75100
경기도 용인수지구 상현동,상현마을현대성우3차,103.727,15,73000
경기도 용인수지구 상현동,상현마을현대성우3차,103.727,6,64300
경기도 용인수지구 상현동,성복역금호베스트빌,101.995,11,71500
경기도 용인수지구 상현동,성복역아이파크,84.9716,12,72000
경기도 용인수지구 상현동,수지금호베스트빌TheEdu,122.857,16,68500
경기도 용인수지구 상현동,수지금호베스트빌TheEdu,135.554,14,71800
경기도 용인수지구 상현동,심곡마을광교힐스테이트,134.3218,12,104250
경기도 용인수지구 상현동,심곡마을광교힐스테이트,134.7183,6,103000
경기도 용인수지구 상현동,쌍용2-B,159.7529,17,67500
경기도 용인수지구 상현동,용인수지휴엔하임,59.958,6,62000
경기도 용인수지구 상현동,진산마을성원상떼빌아파트,84.96,20,60000
경기도 용인수지구 상현동,진산마을성원상떼빌아파트,84.96,20,60000
경기도 용인수지구 상현동,진산마을성원상떼빌아파트,59.99,12,53000
경기도 용인수지구 상현동,진산마을성원상떼빌아파트,59.99,2,50000
경기도 용인수지구 상현동,포레나 광교상현,84.6818,12,79500
경기도 용인수지구 상현동,포레나 광교상현,84.6818,16,78200
경기도 용인수지구 상현동,풍산,59.58,4,49000
경기도 용인수지구 상현동,풍산,84.87,4,61000
경기도 용인수지구 성복동,버들치마을경남아너스빌1차,84.9362,1,59000
경기도 용인수지구 성복동,버들치마을성복자이1차,134.859,8,90000
경기도 용인수지구 성복동,버들치마을성복자이2차,157.115,17,100000
경기도 용인수지구 성복동,버들치마을성복자이2차,124.858,17,89500
경기도 용인수지구 성복동,버들치마을성복힐스테이트1차,134.859,14,90000
경기도 용인수지구 성복동,버들치마을성복힐스테이트2차,153.249,5,100000
경기도 용인수지구 성복동,버들치마을성복힐스테이트3차,137.9,7,92500
경기도 용인수지구 성복동,버들치마을성복힐스테이트3차,167.576,14,110000
경기도 용인수지구 성복동,벽산첼시빌2차,134.242,7,71000
경기도 용인수지구 성복동,벽산첼시빌2차,133.148,7,71300
경기도 용인수지구 성복동,벽산첼시빌2차,133.148,7,74500
경기도 용인수지구 성복동,성동마을수지자이,149.554,14,89000
경기도 용인수지구 성복동,성복아이파크,105.548,11,81000
경기도 용인수지구 성복동,성복역KCC스위첸,84.99,14,75000
경기도 용인수지구 성복동,성복역KCC스위첸,84.99,2,72000
경기도 용인수지구 성복동,성복역롯데캐슬골드타운,84.9126,30,118000
경기도 용인수지구 성복동,성복역롯데캐슬골드타운,84.9126,21,122000
경기도 용인수지구 성복동,성복역롯데캐슬골드타운,84.9126,15,116000
경기도 용인수지구 성복동,성복역롯데캐슬골드타운,84.9126,34,113000
경기도 용인수지구 성복동,성복역롯데캐슬클라시엘,84.95,3,99300
경기도 용인수지구 성복동,성복역롯데캐슬파크나인,101.94,9,120000
경기도 용인수지구 성복동,성복역롯데캐슬파크나인,84.95,3,107000
경기도 용인수지구 성복동,엘지빌리지6,134.725,10,75000
경기도 용인수지구 성복동,엘지빌리지6,164.421,20,90000
경기도 용인수지구 성복동,푸른마을푸르지오,138.7,6,129500
경기도 용인수지구 신봉동,서홍마을4,84.99,5,58800
경기도 용인수지구 신봉동,서홍마을4,84.99,12,71000
경기도 용인수지구 신봉동,서홍마을4,84.99,5,58800
경기도 용인수지구 신봉동,서홍마을4,84.99,15,71900
경기도 용인수지구 신봉동,서홍마을한화꿈에그린,84.95,6,63000
경기도 용인수지구 신봉동,수지스카이뷰푸르지오,84.08,35,80000
경기도 용인수지구 신봉동,수지신봉동도센트리움,69.79,23,46000
경기도 용인수지구 신봉동,수지신봉동도센트리움,59.77,18,56000
경기도 용인수지구 신봉동,신봉동일하이빌 2단지,84.896,5,67800
경기도 용인수지구 신봉동,신봉동일하이빌4단지,176.381,5,95000
경기도 용인수지구 신봉동,신봉마을LG자이1차,133.805,6,72000
경기도 용인수지구 신봉동,신봉마을LG자이1차,83.278,17,68500
경기도 용인수지구 신봉동,신봉마을LG자이1차,115.869,7,72500
경기도 용인수지구 신봉동,신봉마을동일하이빌3단지,167.896,9,80000
경기도 용인수지구 신봉동,신봉마을엘지빌리지5차(A),164.517,18,76500
경기도 용인수지구 신봉동,신봉마을자이2차,82.409,7,59800
경기도 용인수지구 신봉동,신봉마을자이2차,122.247,18,70000
경기도 용인수지구 신봉동,신봉마을자이2차,122.247,1,63500
경기도 용인수지구 신봉동,우남퍼스트빌,39.5619,14,37000
경기도 용인수지구 신봉동,우남퍼스트빌,59.9524,7,60000
경기도 용인수지구 죽전동,꽃메마을한라신영프로방스,148.864,15,103000
경기도 용인수지구 죽전동,꽃메마을한라프로방스,123.19,18,83000
