시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
서울특별시 동작구 신대방동,724,724,0,보라매자이더포레스트,59.9365,202312,7,"115,000",11,2021,여의대방로22길 121,, ,중개거래,서울 동작구
서울특별시 동작구 신대방동,724,724,0,보라매자이더포레스트,59.9365,202312,9,"103,000",5,2021,여의대방로22길 121,, ,중개거래,서울 동작구
서울특별시 동작구 신대방동,724,724,0,보라매자이더포레스트,59.9365,202312,16,"104,500",8,2021,여의대방로22길 121,, ,중개거래,서울 동작구
서울특별시 동작구 신대방동,711,711,0,보라매파크빌,84.73,202312,1,"99,000",8,2002,여의대방로10길 59,, ,중개거래,서울 동작구
서울특별시 동작구 신대방동,711,711,0,보라매파크빌,84.59,202312,18,"100,000",13,2002,여의대방로10길 59,, ,중개거래,서울 동작구
서울특별시 동작구 신대방동,717,717,0,신동아파밀리에,128.5705,202312,1,"120,000",5,2005,여의대방로10길 100,, ,중개거래,"서울 관악구, 서울 동작구"
서울특별시 동작구 흑석동,340,340,0,롯데캐슬에듀포레,84.9912,202312,28,"153,000",10,2018,서달로 123,,20231228,중개거래,서울 동작구
서울특별시 동작구 흑석동,340,340,0,롯데캐슬에듀포레,59.8718,202312,28,"135,000",7,2018,서달로 123,, ,중개거래,서울 동작구
서울특별시 동작구 흑석동,327,327,0,청호,59.85,202312,10,"62,000",1,1997,서달로2길 29,, ,중개거래,서울 동작구
서울특별시 동작구 흑석동,328,328,0,흑석동양아파트,84.985,202312,26,"94,000",10,2003,서달로1길 17,, ,중개거래,서울 동작구
서울특별시 동작구 흑석동,339,339,0,흑석한강센트레빌Ⅱ,84.99,202312,30,"135,000",4,2012,서달로 91,, ,중개거래,서울 동작구
서울특별시 동작구 흑석동,336,336,0,흑석한강푸르지오,84.79,202312,10,"137,800",2,2012,흑석한강로 27,, ,중개거래,서울 동작구
서울특별시 동작구 흑석동,336,336,0,흑석한강푸르지오,84.79,202312,15,"135,000",8,2012,흑석한강로 27,, ,중개거래,서울 동작구
서울특별시 마포구 공덕동,371,371,0,공덕1삼성래미안,84.94,202312,20,"125,000",3,1999,마포대로 115-8,, ,중개거래,서울 마포구
서울특별시 마포구 공덕동,371,371,0,공덕1삼성래미안,84.94,202312,29,"130,000",21,1999,마포대로 115-8,, ,중개거래,서울 마포구
서울특별시 마포구 공덕동,457,457,0,공덕3삼성래미안,59.97,202312,21,"118,000",3,2004,마포대로7길 22,, ,중개거래,서울 마포구
서울특별시 마포구 공덕동,370-9,370,9,공덕현대,71.82,202312,2,"96,000",4,1989,마포대로11길 73,, ,중개거래,서울 마포구
서울특별시 마포구 공덕동,469,469,0,래미안공덕5차,59.959,202312,22,"128,000",6,2011,마포대로 173-15,, ,중개거래,서울 마포구
서울특별시 마포구 공덕동,462,462,0,마포공덕파크팰리스Ⅱ,125.33,202312,19,"150,000",16,2005,마포대로 143,, ,중개거래,서울 마포구
서울특별시 마포구 공덕동,188-108,188,108,마포현대,59.95,202312,16,"82,000",5,1988,마포대로11길 84,, ,중개거래,서울 마포구
서울특별시 마포구 공덕동,10월 30일,30,10,솔리스타,28.59,202312,13,"30,000",17,2018,만리재로 113,, ,중개거래,서울 마포구
서울특별시 마포구 노고산동,107-36,107,36,현대벤처빌,31.57,202312,23,"26,900",11,2002,백범로 10,, ,중개거래,서울 마포구
서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,59.4,202312,16,"92,000",2,1999,독막로 266,, ,중개거래,서울 마포구
서울특별시 마포구 대흥동,660,660,0,대흥동태영아파트,84.77,202312,26,"138,700",17,1999,독막로 266,, ,중개거래,서울 마포구
서울특별시 마포구 대흥동,806,806,0,마포그랑자이,59.98,202312,9,"149,000",19,2020,대흥로 175,,20231220,중개거래,서울 마포구
서울특별시 마포구 대흥동,806,806,0,마포그랑자이,59.98,202312,13,"138,000",19,2020,대흥로 175,, ,직거래,-
서울특별시 마포구 대흥동,12-41,12,41,서희스타힐스,33.76,202312,11,"39,200",19,2014,신촌로 160,, ,중개거래,서울 마포구
서울특별시 마포구 마포동,253,253,0,마포쌍용황금아파트,59.9,202312,9,"91,000",8,2000,마포대로4라길 30,, ,중개거래,서울 마포구
서울특별시 마포구 마포동,449,449,0,비체힐리버뷰,16.6071,202312,12,"13,000",2,2012,마포대로4나길 71,,20231220,중개거래,서울 마포구
서울특별시 마포구 망원동,412-19,412,19,뉴서울,79.77,202312,9,"52,000",2,2002,월드컵로23길 46,, ,중개거래,서울 마포구
서울특별시 마포구 망원동,433-9,433,9,미원2,59.79,202312,5,"65,000",6,1997,월드컵로29길 68,, ,직거래,-
서울특별시 마포구 망원동,433-9,433,9,미원2,55.29,202312,23,"59,000",8,1997,월드컵로29길 68,, ,중개거래,서울 마포구
서울특별시 마포구 망원동,507,507,0,신부파스카4차,84.62,202312,25,"80,000",8,2004,방울내로 43,, ,중개거래,서울 마포구
서울특별시 마포구 망원동,498,498,0,우림루미아트,84.9463,202312,22,"90,300",5,2003,월드컵로31길 77,, ,중개거래,서울 마포구
서울특별시 마포구 상암동,1658,1658,0,상암월드컵파크5단지,104.69,202312,9,"145,000",14,2005,상암산로1길 52,, ,중개거래,서울 마포구
서울특별시 마포구 상암동,1660,1660,0,상암월드컵파크7단지,84.74,202312,1,"103,000",8,2005,상암산로1길 92,, ,중개거래,서울 마포구
서울특별시 마포구 서교동,487,487,0,대우미래사랑,34.29,202312,3,"29,800",4,2005,월드컵북로5나길 18,, ,중개거래,서울 마포구
서울특별시 마포구 서교동,490,490,0,메세나폴리스,122.867,202312,7,"198,000",8,2012,양화로 45,, ,중개거래,서울 마포구
서울특별시 마포구 성산동,446,446,0,성산시영(대우),50.03,202312,1,"90,000",5,1986,월드컵북로 260,, ,중개거래,"부산 남구, 서울 마포구"
서울특별시 마포구 성산동,446,446,0,성산시영(대우),50.03,202312,16,"86,500",14,1986,월드컵북로 260,,20231222,중개거래,서울 마포구
서울특별시 마포구 성산동,446,446,0,성산시영(선경),50.54,202312,27,"90,000",2,1986,월드컵북로 235,, ,중개거래,서울 마포구
서울특별시 마포구 성산동,446,446,0,성산시영(유원),59.43,202312,27,"106,700",2,1986,월드컵북로 235,, ,중개거래,서울 마포구
서울특별시 마포구 성산동,214-70,214,70,엘지(214-70),92.72,202312,16,"63,000",5,2003,월드컵로30다길 23-13,, ,중개거래,서울 마포구
서울특별시 마포구 신공덕동,167,167,0,대우메트로디오빌,34.39,202312,23,"40,000",19,2005,백범로 199,, ,중개거래,서울 마포구
서울특별시 마포구 신공덕동,159,159,0,신공덕래미안2차,114.5,202312,25,"120,000",6,2000,만리재로 74,, ,중개거래,서울 마포구
서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,84.901,202312,13,"160,000",7,2019,광성로 17,, ,중개거래,서울 마포구
서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,84.901,202312,14,"190,000",23,2019,광성로 17,, ,중개거래,"서울 강남구, 서울 마포구"
서울특별시 마포구 신수동,462,462,0,신촌숲아이파크,59.751,202312,15,"135,000",14,2019,광성로 17,, ,중개거래,서울 서대문구
서울특별시 마포구 신정동,30,30,0,서강GS,59.98,202312,2,"90,000",5,1999,창전로 26,, ,중개거래,서울 마포구
서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오1단지,59.9796,202312,23,"137,000",12,2014,마포대로 195,,20231229,직거래,-
서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오1단지,84.8919,202312,23,"173,000",10,2014,마포대로 195,, ,중개거래,서울 마포구
서울특별시 마포구 아현동,777,777,0,마포래미안푸르지오3단지,114.7267,202312,30,"187,000",5,2014,마포대로 195,, ,중개거래,서울 마포구
서울특별시 마포구 아현동,738,738,0,마포트라팰리스2차,99.56,202312,7,"119,000",20,2008,마포대로 201,, ,중개거래,서울 마포구
서울특별시 마포구 아현동,692,692,0,서서울삼성,84.89,202312,19,"93,000",20,1998,마포대로 262,, ,중개거래,서울 마포구
서울특별시 마포구 연남동,573,573,0,코오롱,84.936,202312,1,"105,000",11,2003,연남로 52,, ,중개거래,서울 마포구
서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,59.8981,202312,16,"140,500",14,2021,대흥로 164,, ,중개거래,"서울 마포구, 서울 서대문구"
서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,84.9472,202312,16,"190,000",11,2021,대흥로24길 24,, ,중개거래,"서울 마포구, 서울 서대문구"
서울특별시 마포구 염리동,532,532,0,마포프레스티지자이,84.9422,202312,26,"189,000",13,2021,대흥로24길 24,, ,중개거래,서울 마포구
서울특별시 마포구 염리동,515-1,515,1,상록,58.71,202312,16,"78,000",19,1997,숭문길 106,, ,중개거래,서울 마포구
서울특별시 마포구 염리동,520,520,0,염리삼성래미안,84.96,202312,1,"99,000",7,2001,백범로25길 63,,20231222,직거래,-
서울특별시 마포구 용강동,380,380,0,마포용강삼성래미안,59.98,202312,1,"109,000",7,2003,큰우물로 28,, ,중개거래,서울 마포구
서울특별시 마포구 중동,391,391,0,중동계룡아파트,84.6,202312,16,"80,000",3,2000,월드컵북로38가길 20,, ,중개거래,서울 마포구
서울특별시 마포구 중동,Dec-40,40,12,현대,59.54,202312,30,"58,000",1,2000,성암로7길 3,, ,중개거래,서울 마포구
서울특별시 마포구 창전동,449,449,0,마포웨스트리버태영데시앙,74.784,202312,9,"119,000",5,2019,서강로3길 32,, ,중개거래,"경기 광명시, 서울 마포구"
서울특별시 마포구 창전동,449,449,0,마포웨스트리버태영데시앙,84.793,202312,30,"131,000",10,2019,서강로3길 32,, ,중개거래,서울 마포구
서울특별시 마포구 창전동,444,444,0,서강예가,84.988,202312,5,"128,000",5,2007,독막로 145,, ,중개거래,"서울 마포구, 인천 서구"
서울특별시 마포구 창전동,Jul-42,42,7,중앙하이츠101동,57.86,202312,25,"53,200",2,2007,와우산로30길 135,, ,중개거래,서울 마포구
서울특별시 마포구 창전동,443,443,0,해모로,83.85,202312,9,"123,000",17,2007,토정로 167,, ,중개거래,서울 마포구
서울특별시 마포구 합정동,472,472,0,마포한강푸르지오,137.04,202312,6,"265,000",26,2015,월드컵로1길 14,, ,중개거래,서울 마포구
서울특별시 마포구 현석동,222,222,0,강변힐스테이트,59.78,202312,17,"98,000",7,2004,신수로 15,, ,중개거래,서울 마포구
서울특별시 마포구 현석동,225,225,0,래미안웰스트림,84.98,202312,9,"182,000",14,2016,토정로18길 11,, ,중개거래,서울 마포구
서울특별시 서대문구 남가좌동,377,377,0,DMC래미안클라시스,59.93,202312,2,"71,000",3,2000,증가로 191,, ,중개거래,서울 서대문구
서울특별시 서대문구 남가좌동,377,377,0,DMC래미안클라시스,59.93,202312,7,"74,500",11,2000,증가로 191,, ,중개거래,서울 서대문구
서울특별시 서대문구 남가좌동,388,388,0,DMC센트럴아이파크,84.9,202312,1,"114,000",17,2018,증가로 150,, ,중개거래,서울 서대문구
서울특별시 서대문구 남가좌동,381,381,0,DMC센트레빌,84.87,202312,2,"103,000",10,2009,거북골로 120,, ,중개거래,서울 서대문구
서울특별시 서대문구 남가좌동,381,381,0,DMC센트레빌,59.95,202312,15,"86,000",9,2009,거북골로 120,20231229, ,중개거래,서울 서대문구
서울특별시 서대문구 남가좌동,381,381,0,DMC센트레빌,59.95,202312,15,"86,000",9,2009,거북골로 120,, ,중개거래,서울 서대문구
서울특별시 서대문구 남가좌동,384,384,0,DMC파크뷰자이2단지,84.968,202312,4,"115,000",17,2015,가재울미래로 2,, ,중개거래,서울 서대문구
서울특별시 서대문구 남가좌동,382,382,0,DMC파크뷰자이4단지,84.968,202312,29,"109,400",7,2015,가재울미래로 2,, ,중개거래,서울 서대문구
서울특별시 서대문구 남가좌동,387,387,0,디엠씨엘가,13.03,202312,14,"14,000",8,2017,모래내로 151,,20231226,중개거래,서울 서대문구
서울특별시 서대문구 남가좌동,387,387,0,디엠씨엘가,13.03,202312,27,"13,500",6,2017,모래내로 151,, ,중개거래,서울 서대문구
서울특별시 서대문구 남가좌동,390,390,0,래미안루센티아,84.83,202312,1,"120,000",17,2020,거북골로 100,, ,중개거래,서울 서대문구
서울특별시 서대문구 남가좌동,390,390,0,래미안루센티아,84.83,202312,18,"124,000",5,2020,거북골로 100,, ,중개거래,서울 서대문구
서울특별시 서대문구 대현동,144,144,0,신촌럭키,83.38,202312,8,"80,000",15,1999,이화여대길 50-12,,20231222,직거래,-
서울특별시 서대문구 대현동,144,144,0,신촌럭키,83.38,202312,9,"93,000",7,1999,이화여대길 50-12,,20231229,중개거래,서울 서대문구
서울특별시 서대문구 북가좌동,459,459,0,DMC두산위브,84.9623,202312,5,"79,500",10,2007,증가로 200-8,, ,중개거래,서울 서대문구
서울특별시 서대문구 북가좌동,481,481,0,DMC래미안e편한세상,84.95,202312,2,"107,000",13,2012,수색로 100,, ,중개거래,서울 서대문구
서울특별시 서대문구 북가좌동,481,481,0,DMC래미안e편한세상,84.94,202312,3,"108,000",3,2012,수색로 100,, ,중개거래,"서울 서대문구, 서울 은평구"
서울특별시 서대문구 북가좌동,481,481,0,DMC래미안e편한세상,84.93,202312,13,"110,000",9,2012,수색로 100,, ,중개거래,서울 서대문구
서울특별시 서대문구 북가좌동,481,481,0,DMC래미안e편한세상,84.95,202312,16,"107,000",2,2012,수색로 100,, ,중개거래,서울 서대문구
서울특별시 서대문구 북가좌동,481,481,0,DMC래미안e편한세상,84.95,202312,20,"104,000",2,2012,수색로 100,, ,중개거래,서울 서대문구
서울특별시 서대문구 북가좌동,458,458,0,DMC아이파크,59.96,202312,4,"85,500",6,2009,거북골로14길 32,, ,중개거래,서울 서대문구
서울특별시 서대문구 북가좌동,431,431,0,DMC한양,65.34,202312,15,"72,000",12,1987,응암로 28,, ,중개거래,서울 서대문구
서울특별시 서대문구 북가좌동,371-1,371,1,월드컵현대,59.76,202312,11,"67,000",9,1998,수색로 154,, ,중개거래,서울 서대문구
서울특별시 서대문구 북아현동,1009,1009,0,두산,59.96,202312,30,"74,800",6,1999,이화여대8길 62,, ,중개거래,서울 서대문구
서울특별시 서대문구 북아현동,1011,1011,0,신촌푸르지오,84.9953,202312,30,"132,000",15,2015,북아현로1길 50,, ,중개거래,"서울 마포구, 서울 서대문구"
서울특별시 서대문구 북아현동,1017,1017,0,힐스테이트신촌,59.8404,202312,14,"103,000",7,2020,이화여대8길 123,, ,중개거래,서울 서대문구
서울특별시 서대문구 연희동,739,739,0,대우푸르지오,59.584,202312,29,"75,500",10,2002,연희로 38-20,, ,중개거래,서울 서대문구
서울특별시 서대문구 연희동,745,745,0,연희자이엘라,13.642,202312,12,"14,800",7,2014,연희로5길 14,,20231228,중개거래,서울 마포구
서울특별시 서대문구 연희동,1-78,1,78,파크카운티,84.9,202312,14,"52,000",5,2003,모래내로20길 24-17,, ,중개거래,서울 서대문구
서울특별시 서대문구 영천동,100,100,0,독립문삼호,75.66,202312,9,"81,000",17,1995,독립문로 10,, ,중개거래,서울 서대문구
서울특별시 서대문구 천연동,145,145,0,천연뜨란채,57.78,202312,15,"79,000",13,2006,독립문로8길 54,, ,중개거래,서울 서대문구
서울특별시 서대문구 천연동,145,145,0,천연뜨란채,55.82,202312,23,"72,500",3,2006,독립문로8길 54,, ,중개거래,서울 서대문구
서울특별시 서대문구 현저동,200,200,0,독립문극동(200-0),59.58,202312,5,"81,000",4,1998,독립문공원길 17,, ,중개거래,서울 종로구
서울특별시 서대문구 현저동,200,200,0,독립문극동(200-0),59.58,202312,8,"85,000",11,1998,독립문공원길 17,, ,중개거래,서울 서대문구
서울특별시 서대문구 현저동,200,200,0,독립문극동(200-0),59.58,202312,18,"83,500",13,1998,독립문공원길 17,,20231227,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,277-104,277,104,Elleville,161.39,202312,19,"42,500",5,2000,모래내로17길 79-14,, ,중개거래,경기 고양일산동구
서울특별시 서대문구 홍은동,454,454,0,극동,84.92,202312,2,"48,000",4,1995,포방터10길 33,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,454,454,0,극동,84.92,202312,31,"50,000",13,1995,포방터10길 33,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,467,467,0,북한산두산위브,84.98,202312,14,"86,000",5,2020,홍은중앙로3길 9,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,13-25,13,25,북한산두산위브2차,59.7501,202312,16,"64,800",6,2021,홍은중앙로1길 100,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,455,455,0,홍은동벽산,84.96,202312,7,"59,300",1,1997,세검정로1길 95,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,455,455,0,홍은동벽산,84.78,202312,19,"56,000",1,1997,세검정로1길 95,,20231226,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,455,455,0,홍은동벽산,142.98,202312,27,"84,000",5,1997,세검정로1길 95,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍은동,460,460,0,홍은동풍림아이원,116.101,202312,23,"71,500",3,2002,홍은중앙로 149,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍제동,457,457,0,남양,59.94,202312,2,"51,000",11,1999,홍제내길 168,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍제동,312-44,312,44,동일3차,82.23,202312,1,"56,800",4,2002,통일로37나길 43,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍제동,463,463,0,문화촌현대,84.99,202312,20,"66,500",2,2002,문화촌길 6-24,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍제동,463,463,0,문화촌현대,84.99,202312,25,"68,000",20,2002,문화촌길 6-24,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍제동,467,467,0,인왕산어울림,133.9,202312,14,"120,000",13,2006,통일로26길 17,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍제동,196-26,196,26,제니스뷰아파트,57.28,202312,12,"54,000",13,2022,홍제원길 51,,20231219,직거래,-
서울특별시 서대문구 홍제동,453,453,0,청구1차,84.78,202312,15,"85,000",6,1994,통일로 348,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍제동,373,373,0,태영으뜸(데시앙),52.77,202312,18,"42,000",2,1998,세검정로3길 63,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,60,202312,20,"65,500",2,2001,통일로 319,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,32.76,202312,30,"49,000",9,2001,통일로 319,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍제동,473,473,0,홍제센트럴IPARK,84.9644,202312,11,"110,000",6,2020,통일로 395,, ,중개거래,"서울 서대문구, 서울 은평구"
서울특별시 서대문구 홍제동,459,459,0,홍제원현대(459-0),59.93,202312,25,"72,000",12,2000,통일로34길 43,, ,중개거래,"서울 서대문구, 서울 은평구"
서울특별시 서대문구 홍제동,331,331,0,홍제현대,106.18,202312,2,"85,000",2,1992,통일로39가길 57,, ,중개거래,서울 서대문구
서울특별시 서대문구 홍제동,331,331,0,홍제현대,83.05,202312,27,"80,500",2,1992,통일로39가길 57,, ,중개거래,서울 서대문구
서울특별시 서초구 반포동,01월 01일,1,1,래미안원베일리,84.98,202312,1,"390,000",9,2023,반포대로 333,, ,중개거래,서울 서초구
서울특별시 서초구 반포동,01월 18일,18,1,래미안퍼스티지,84.93,202312,7,"395,000",16,2009,반포대로 275,, ,중개거래,서울 서초구
서울특별시 서초구 반포동,01월 18일,18,1,래미안퍼스티지,84.93,202312,7,"395,000",16,2009,반포대로 275,20240104, ,중개거래,서울 서초구
서울특별시 서초구 반포동,01월 18일,18,1,래미안퍼스티지,84.93,202312,19,"350,000",16,2009,반포대로 275,, ,중개거래,서울 서초구
서울특별시 서초구 반포동,20-43,20,43,반포자이,84.982,202312,14,"313,000",1,2009,신반포로 270,, ,중개거래,서울 서초구
서울특별시 서초구 반포동,03월 03일,3,3,반포파크빌,110.79,202312,27,"175,000",4,2002,신반포로15길 33,,20231229,중개거래,서울 서초구
서울특별시 서초구 방배동,444-3,444,3,SK리더스뷰(파스텔시티),84.95,202312,26,"140,000",13,2006,방배천로 11,,20231226,중개거래,서울 서초구
서울특별시 서초구 방배동,3275,3275,0,동부센트레빌,134.04,202312,1,"239,000",3,2004,방배로 278,, ,중개거래,서울 서초구
서울특별시 서초구 방배동,12-36,12,36,라온채,189.59,202312,15,"275,000",1,2008,사평대로6길 74,, ,중개거래,서울 서초구
서울특별시 서초구 방배동,844-27,844,27,롯데캐슬포레스트,239.33,202312,22,"450,000",1,2003,방배로28길 63,, ,중개거래,서울 서초구
서울특별시 서초구 방배동,1344,1344,0,방배1차현대홈타운,59.94,202312,10,"149,000",13,1999,서초대로1길 30,, ,중개거래,서울 서초구
서울특별시 서초구 방배동,1344,1344,0,방배1차현대홈타운,59.94,202312,19,"145,000",4,1999,서초대로1길 30,, ,중개거래,"서울 서초구, 서울 송파구"
서울특별시 서초구 방배동,866-20,866,20,방배대우디오빌,29.6,202312,24,"29,700",16,2005,서초대로 17,,20240103,직거래,-
서울특별시 서초구 방배동,2525,2525,0,방배우성,117.19,202312,1,"157,200",1,1991,방배선행길 1,, ,중개거래,서울 서초구
서울특별시 서초구 방배동,1010-1,1010,1,방배임광3차,79.8,202312,21,"145,000",4,1988,방배로2길 24-5,, ,중개거래,서울 서초구
서울특별시 서초구 방배동,770-1,770,1,삼호1동~3동,81.39,202312,12,"149,000",9,1975,방배로43길 21,, ,중개거래,서울 서초구
서울특별시 서초구 방배동,906-13,906,13,서리풀e편한세상,84.97,202312,7,"210,000",4,2010,효령로33길 50,, ,중개거래,서울 서초구
서울특별시 서초구 서초동,1337-3,1337,3,urbanplace,21.07,202312,6,"19,200",4,2014,효령로77길 30,,20231218,중개거래,서울 서초구
서울특별시 서초구 서초동,1445-14,1445,14,더샵서초,33.06,202312,18,"61,000",24,2006,서초중앙로2길 21,, ,중개거래,서울 서초구
서울특별시 서초구 서초동,1755,1755,0,래미안 리더스원,84.93,202312,1,"270,000",14,2020,서운로 62,, ,중개거래,서울 서초구
서울특별시 서초구 서초동,1445-4,1445,4,래미안서초유니빌,36.599,202312,12,"35,000",16,2003,서초중앙로 26,, ,중개거래,서울 서초구
서울특별시 서초구 서초동,1685,1685,0,삼풍아파트,130.73,202312,8,"330,000",9,1988,서초중앙로 200,, ,중개거래,서울 서초구
서울특별시 서초구 서초동,1685,1685,0,삼풍아파트,79.47,202312,13,"245,000",8,1988,서초중앙로 200,, ,중개거래,서울 서초구
서울특별시 서초구 서초동,1517-6,1517,6,상지리츠빌(10),175.22,202312,19,"252,000",4,2005,명달로16길 17-5,, ,중개거래,서울 서초구
서울특별시 서초구 서초동,1487-63,1487,63,서초1차e-편한세상,130.53,202312,28,"220,000",4,2004,명달로6길 31,,20231228,직거래,-
서울특별시 서초구 서초동,1757,1757,0,서초그랑자이,119.41,202312,7,"365,000",23,2021,효령로 391,, ,중개거래,서울 서초구
서울특별시 서초구 서초동,1330,1330,0,서초동삼성쉐르빌2,35.22,202312,9,"29,000",13,2002,강남대로53길 11,,20240108,중개거래,서울 서초구
서울특별시 서초구 서초동,1682,1682,0,서초래미안,111.32,202312,7,"252,000",9,2003,서초대로65길 13-10,, ,중개거래,서울 서초구
서울특별시 서초구 서초동,1682,1682,0,서초래미안,126.31,202312,13,"279,300",21,2003,서초대로65길 13-10,, ,중개거래,서울 서초구
서울특별시 서초구 서초동,1682,1682,0,서초래미안,84.95,202312,19,"200,000",11,2003,서초대로65길 13-10,,20231229,중개거래,서울 서초구
서울특별시 서초구 서초동,1509-1,1509,1,서초한빛삼성,99.09,202312,8,"178,700",5,1999,서초대로40길 72,, ,중개거래,서울 서초구
서울특별시 서초구 서초동,1338-1,1338,1,풍림아이원플러스,34.4237,202312,18,"27,000",13,2004,효령로77길 14,, ,중개거래,"서울 강남구, 서울 서초구"
서울특별시 서초구 서초동,1511-9,1511,9,한성,118.12,202312,19,"125,000",7,2003,반포대로21길 46,, ,중개거래,"서울 서초구, 서울 성동구"
서울특별시 서초구 서초동,1446-11,1446,11,현대슈퍼빌,147.86,202312,12,"260,000",20,2003,서초중앙로 15,, ,중개거래,"서울 강남구, 서울 서초구"
서울특별시 서초구 우면동,773,773,0,서초힐스,74.97,202312,6,"116,500",2,2012,양재대로2길 90,, ,중개거래,서울 서초구
서울특별시 서초구 우면동,773,773,0,서초힐스,59.89,202312,22,"119,000",15,2012,양재대로2길 90,, ,중개거래,서울 서초구
서울특별시 서초구 잠원동,58,58,0,금호베스트빌,84.97,202312,1,"210,000",8,2002,나루터로 46,, ,중개거래,서울 서초구
서울특별시 서초구 잠원동,157,157,0,동아,84.91,202312,25,"231,000",5,2002,신반포로33길 15,, ,중개거래,서울 서초구
서울특별시 서초구 잠원동,158,158,0,래미안신반포팰리스,84.49,202312,18,"291,000",15,2016,잠원로8길 35,, ,중개거래,서울 서초구
서울특별시 서초구 잠원동,158,158,0,래미안신반포팰리스,84.49,202312,18,"291,000",15,2016,잠원로8길 35,, ,중개거래,서울 서초구
서울특별시 서초구 잠원동,163,163,0,반포르엘,97.4743,202312,9,"345,000",19,2022,신반포로23길 23,, ,중개거래,서울 서초구
서울특별시 서초구 잠원동,73,73,0,신반포2,107.31,202312,6,"340,000",7,1978,신반포로23길 41,, ,중개거래,서울 서초구
서울특별시 서초구 잠원동,Apr-60,60,4,한신타운,78.39,202312,23,"175,000",8,1989,나루터로4길 70-5,,20240102,중개거래,서울 서초구
서울특별시 성동구 금호동1가,1500,1500,0,금호삼성래미안,84.45,202312,6,"115,000",10,2001,독서당로 343,, ,중개거래,서울 성동구
서울특별시 성동구 금호동1가,1500,1500,0,금호삼성래미안,59.95,202312,18,"103,000",7,2001,독서당로 343,, ,중개거래,서울 성동구
서울특별시 성동구 금호동1가,280,280,0,이편한세상금호파크힐스,59.949,202312,2,"127,000",4,2019,금호로 140,, ,중개거래,"서울 서초구, 서울 성동구"
서울특별시 성동구 금호동2가,1217,1217,0,래미안하이리버,84.99,202312,12,"127,500",2,2012,금호로 107,, ,중개거래,서울 성동구
서울특별시 성동구 금호동2가,1217,1217,0,래미안하이리버,59.99,202312,23,"116,000",4,2012,금호로 107,, ,중개거래,서울 성동구
서울특별시 성동구 금호동2가,500-7,500,7,상기,46.28,202312,9,"69,000",2,1976,금호산9가길 52,, ,중개거래,서울 성동구
서울특별시 성동구 금호동2가,1,1,0,신금호파크자이,59.98,202312,16,"123,000",6,2016,금호로 173,, ,중개거래,서울 성동구
서울특별시 성동구 금호동2가,1,1,0,신금호파크자이,84.98,202312,27,"137,000",16,2016,금호로 173,,20231228,직거래,-
서울특별시 성동구 금호동3가,917,917,0,금호1차푸르지오,59.97,202312,15,"96,000",11,2005,금호산길 8,, ,중개거래,서울 성동구
서울특별시 성동구 금호동3가,1331,1331,0,두산,59.97,202312,18,"87,500",15,1994,동호로 100,, ,중개거래,서울 성동구
서울특별시 성동구 금호동4가,800,800,0,대우,84.71,202312,4,"115,000",7,2001,독서당로 272,, ,중개거래,서울 성동구
서울특별시 성동구 금호동4가,340,340,0,서울숲푸르지오,59.99,202312,2,"120,000",5,2007,금호로 15,, ,중개거래,서울 성동구
서울특별시 성동구 금호동4가,340,340,0,서울숲푸르지오,114.8,202312,16,"215,000",10,2007,금호로 15,, ,중개거래,"서울 강남구, 서울 성동구"
서울특별시 성동구 금호동4가,340,340,0,서울숲푸르지오,59.39,202312,17,"105,000",1,2007,금호로 15,, ,중개거래,서울 성동구
서울특별시 성동구 금호동4가,340,340,0,서울숲푸르지오,59.99,202312,23,"119,000",7,2007,금호로 15,, ,중개거래,"경기 성남수정구, 서울 성동구"
